category,question,answer
Pop culture,Quelle cité biblique est couramment associée à Sodome ?,Gomorrhe
Pop culture,Quelle classe d'animaux un entomologiste étudie-t-il ?,Les insectes
Pop culture,"Quelle coiffure de laine souple, ronde et plate, sans bord, était porté à l'origine par les Béarnais, les Gascons et les Basques ?",Le béret
Pop culture,"Quelle coiffure de rocker porte le nom d'un fruit oblong, de couleur jaune ?",La banane
Pop culture,"Quelle coiffure protectrice trouve-t-on sur la tête d'un motard sur la route, d'un ouvrier sur un chantier, ou d'un pompier",Un casque
Pop culture,"Quelle collation de l'après-midi, appréciée des enfants, est traditionnellement prise à quatre heures ?",Le goûter
Pop culture,Quelle comédie de 1994 met en scène les aventures d'une équipe jamaïcaine de bobsleigh ?,Rasta Rockett
Pop culture,"Quelle comédie musicale, basée sur les chansons du groupe Abba, a été adaptée au cinéma en 2008 ?",Mamma Mia !
Pop culture,"Quelle comédienne à la plastique de rêve est Mikaela dans la saga ""Transformers"" ?",Megan Fox
Pop culture,"Quelle comédienne a marqué les esprits par sa sortie des eaux en bikini dans ""James Bond contre Dr No"" ?",Ursula Andress
Pop culture,"Quelle comédienne a remporté le César de la meilleure actrice pour son rôle dans ""Marius et Jeannette"" ?",Ariane Ascaride
Pop culture,"Quelle comédienne américaine, héroïne du film ""Working Girl"" en 1988 et mariée à Antonio Banderas, est la fille de l'actrice hitchcockienne Tippi Hedren ?",Melanie Griffith
Pop culture,"Quelle comédienne est ""Peau d'Âne"" dans un film de Jacques Demy en 1970 ?",Catherine Deneuve
Pop culture,Quelle comédienne est la soeur de Warren Beatty ?,Shirley MacLaine
Savoirs académiques,"Quelle comédienne et artiste lyrique, au nom de scène évoquant une saison, fut l'épouse de Sacha Guitry et de Pierre Fresnay",Yvonne Printemps
Pop culture,"Quelle comédienne était l'interprète principale de : ""La Minute blonde"" à la télévision ?",Frédérique Bel
Pop culture,"Quelle comédienne incarne à l'écran ""Joséphine, ange gardien"" ?",Mimie Mathy
Pop culture,"Quelle comédienne obtient l'Oscar de la meilleure actrice en 1998, pour son rôle dans “Pour le pire et pour le meilleur”",Helen Hunt 54
Pop culture,"Quelle comédienne tient le rôle principal, aux côtés d'Alain Chabat dans le film : ""Trésor"" ?",Mathilde Seigner
Pop culture,"Quelle comédienne, prénommée Maureen, interprète le rôle de Jane dans le film ""Tarzan, l'homme-singe"" sorti en 1932 ?",Maureen O'Sullivan
Pop culture,"Quelle comédienne, réalisatrice du film ""Quand la mer monte"", a obtenu un césar pour son rôle dans : ""Séraphine"" ?",Yolande Moreau
Pop culture,"Quelle comète peut-on voir sur la tapisserie de Bayeux, du XIe siècle ?",La comète de Halley
Connaissance du monde,Quelle communauté autonome d'Espagne a pour capitale Mérida ?,L'Estrémadure
Connaissance du monde,Quelle communauté autonome du sud de l'Espagne a pour capitale Séville ?,L'Andalousie
Connaissance du monde,Quelle Communauté autonome espagnole a pour capitale Pampelune ?,La Navarre
Connaissance du monde,Quelle commune des Alpes-Maritimes abrite le musée national Fernand Léger ?,Biot
Pop culture,Quelle commune du Morbihan est célèbre pour ses alignements de menhirs ?,Carnac
Pop culture,"Quelle commune du Vaucluse porte le nom de l'agrume que, selon l'expression, on apporte à quelqu'un quand on lui rend visite en prison ?",Orange
Pop culture,"Quelle compagnie de ballet est créée par Diaghilev en 1909, à Saint-Pétersbourg ?",Les Ballets russes
Pop culture,"Quelle confiserie, devenue une spécialité de Montargis, est faite d'une amande grillée et caramélisée ?",La praline
Pop culture,"Quelle consonne apparaît le plus grand nombre de fois dans le mot : ""parallélogramme"" ?",L
Pop culture,"Quelle consonne est doublée dans le mot ""Méditerranée"" ?",R
Pop culture,"Quelle consonne faut-il ajouter à la fin du mot zoo, pour obtenir un objectif photographique ?",M
Pop culture,Quelle constellation du zodiaque a pour nom latin : Virgo ?,Vierge
Pop culture,Quelle construction de Babylone est considérée comme l'une des Sept Merveilles du monde ?,Les jardins suspendus
Pop culture,Quelle couleur a symbolisé la révolution iranienne de juin 2009 ?,Le vert
Pop culture,Quelle couleur associe-t-on à la révolution qui a secoué l'Ukraine en 2004 ?,Orange
Pop culture,Quelle couleur associe-t-on à une peur très intense ?,Bleue
Pop culture,Quelle couleur attribue-t-on à la planète Mars ?,Rouge
Connaissance du monde,Quelle couleur attribue-t-on à la planète Terre ?,Le bleu
Pop culture,Quelle couleur attribue-t-on à un vote qui consiste à déposer un bulletin dépourvu de tout nom de candidat ?,Blanc
Pop culture,Quelle couleur attribue-t-on au travail illégal ?,Le noir
Pop culture,"Quelle couleur brun clair, tirant sur le verdâtre, est généralement associée aux uniformes militaires ?",Kaki
Pop culture,Quelle couleur de cheveux brun clair tire son nom du fruit du châtaigner ?,Le châtain
Pop culture,"Quelle couleur de peau ont en commun Hulk, Shrek et Yoda ?",Le vert
Pop culture,"Quelle couleur désigne la partie de l'oeuf de poule également appelée ""albumen"" ?",Le blanc
Pop culture,"Quelle couleur est appelée ""le sinople"" en héraldique ?",Le vert
Pop culture,"Quelle couleur est associée à ""l'Étalon"" dans le titre d'un film de 1979 avec Mickey Rooney ?",Noir
Pop culture,Quelle couleur est associée au blé dans l'autre nom du sarrasin ?,Le noir
Connaissance du monde,Quelle couleur est associée au mot carte pour désigner le certificat d'immatriculation d'un véhicule automobile ?,Grise
Savoirs académiques,Quelle couleur est l'autre nom donné au parti écologiste ?,Le vert
Pop culture,"Quelle couleur est prédominante, dans les tenues que portent les ""gothiques"" ?",Le noir
Pop culture,Quelle couleur était associée à l'usage coquin du Minitel ?,Rose
Savoirs académiques,"Quelle couleur le peintre français Pierre Soulages a-t-il travaillée à partir de 1979, au point d'en faire le pigment principal de son œuvre ?",Le noir
Pop culture,"Quelle couleur liturgique est prévue pour le troisième dimanche de l'Avent, chez les catholiques ?",Rose
Pop culture,Quelle couleur ont en commun les drapeaux belge et japonais ?,Le rouge
Pop culture,Quelle couleur ont en commun les drapeaux belge et suédois ?,Le jaune
Connaissance du monde,Quelle couleur ont en commun les drapeaux de la Belgique et des Pays-Bas ?,Le rouge
Pop culture,"Quelle couleur ont en commun, les drapeaux de la Belgique et de la Grande-Bretagne ?",Le rouge
Pop culture,Quelle couleur peut être “roi” ou “de Prusse” ?,Bleu
Pop culture,"Quelle couleur peut être roi, marine, nuit ou encore pétrole ?",Le bleu
Pop culture,Quelle couleur primaire a donné son nom aux fromages à pâte molle et persillée ?,Le bleu
Pop culture,Quelle couleur primaire associe-t-on au célèbre pokémon Pikachu ?,Le jaune
Pop culture,Quelle couleur primaire doit-on mélanger au bleu pour obtenir du vert ?,Le jaune
Pop culture,Quelle couleur primaire est considérée comme froide ?,Le bleu ou cyan
Pop culture,"Quelle couleur primaire faut-il ajouter au jaune, pour obtenir de l'orange ?",Du rouge
Pop culture,"Quelle couleur primaire peut être ""roi"", ""électrique"" ou ""de cobalt"" ?",Le bleu
Pop culture,"Quelle couleur qualifia l'armée des forces soviétiques créée en 1918, après la révolution bolchevique ?",Le rouge
Connaissance du monde,Quelle couleur qualifie habituellement la ville de Toulouse ?,Rose
Pop culture,"Quelle couleur se dit ""black"" en anglais ?",Le noir
Pop culture,"Quelle couleur, selon sa nuance, peut être ""bouteille"" ou ""Véronèse"" ?",Le vert
Pop culture,"Quelle couleur, selon ses nuances, peut être ""céladon"" ou ""olive"" ?",Le vert
Pop culture,Quelle Coupe fut fondée en 1930 à l'instigation d'Henri Delaunay et Jules Rimet ?,La Coupe du monde de football
Savoirs académiques,"Quelle course cycliste, créée en 1896, se déroule en partie sur des pavés ?",Le Paris-Roubaix
Pop culture,"Quelle course, créée en 1843 à Chantilly, récompense la meilleure pouliche de 3 ans ?",Le Prix de Diane
Pop culture,"Quelle créatrice de mode anglaise, née en 1934, lance la mode de la mini-jupe vers 1960 ?",Mary Quant
Pop culture,Quelle crème est traditionnellement utilisée pour préparer la sauce d'une île flottante ?,La crème anglaise
Pop culture,Quelle crème pâtissière à base d'amandes en poudre garnit communément la galette des Rois ?,La frangipane
Pop culture,"Quelle croix, symbole de la Résistance française et de la Libération, était représentée sur le drapeau de la France libre",La croix de Lorraine
Pop culture,"Quelle croûte de pâte feuilletée est dite ""à la reine"", quand elle est garnie de volaille et de champignons et servie chaude ?",La bouchée
Pop culture,"Quelle cucurbitacée est également un chapeau porté par Charlot, le personnage de Charlie Chaplin ?",Le melon
Pop culture,"Quelle cucurbitacée est, avec le yaourt, l'ingrédient indispensable du tzatziki ?",Le concombre
Pop culture,"Quelle cucurbitacée peut être “diamant”, “grisette de Provence” ou “reine des noires” ?",La courgette
Pop culture,Quelle cuirasse protectrice recouvre le corps des tortues ?,La carapace
Pop culture,"Quelle culotte échancrée sur les cuisses, à ceinture basse, n'est ni un caleçon ni un string, et peut être ""de bain"" quand il est porté à la plage",Le slip
Pop culture,Quelle cycliste a été 57 fois championne de France ?,Jeannie Longo
Pop culture,"Quelle danse andalouse, dont le nom signifierait ""flamand"", est typique du folklore espagnol ?",Le flamenco
Pop culture,"Quelle danse antillaise à quatre temps, Marc Lavoine évoque-t-il dans son tube de 1983 ?",La biguine
Pop culture,Quelle danse brésilienne très sensuelle a été popularisée en 1989 grâce au groupe Kaoma ?,La Lambada
Pop culture,"Quelle danse brésilienne, sur un rythme à deux temps, proche de la rumba cubaine, enflamme les défilés du carnaval de Rio ?",La samba
Pop culture,Quelle danse des années 1960 porte le même nom que l'un des héros de l'écrivain britannique Charles Dickens ?,Le twist
Pop culture,Quelle danse populaire excentrique était très en vogue vers 1830 dans les bals comme le Moulin-Rouge ?,Le cancan ou French cancan ou Le chahut
Pop culture,Quelle danse y a-t-il dans l'air dans une chanson d'Alain Souchon ?,Rumba
Pop culture,"Quelle danse, qui fit la renommée de Fred Astaire, nécessite de porter des chaussures munies de lames de métal ?",Les claquettes
Pop culture,Quelle danseuse et chorégraphe allemande est décédée le 30 juin 2009 ?,Pina Bausch ou Philippine Bausch
Pop culture,"Quelle danseuse française a été nommée étoile par Rudolph Noureev en 1984, à seulement 19 ans ?",Sylvie Guillem
Pop culture,"Quelle décennie est appelée ""nineties"" en anglais ?",Les années 90
Pop culture,Quelle déesse égyptienne est la compagne d'Osiris et la mère d'Horus ?,Isis
Pop culture,Quelle déesse grecque de l'Amour donne son nom à l'album de Kylie Minogue sorti en 2010 ?,Aphrodite
Connaissance du monde,Quelle déesse grecque de la Guerre et de la Raison naquit en sortant tout armée du crâne de Zeus ?,Athéna
Connaissance du monde,"Quelle déesse grecque de la terre cultivée, qui apporte le blé et assure l'abondance des récoltes, est la mère de Perséphone, enlevée par le dieu Hadès ?",Déméter
Pop culture,"Quelle déesse grecque du Mariage, fille de Cronos et de Rhéa, est l'épouse jalouse et querelleuse de Zeus, son frère",Héra 346
Pop culture,Quelle déesse grecque est identifiée à Minerve chez les Romains ?,Athéna
Pop culture,"Quelle déesse grecque, fille de Zeus et de Léto, est la soeur jumelle d'Apollon ?",Artémis
Pop culture,Quelle déesse romaine est assimilé à la déesse grecque Héra ?,Junon
Pop culture,Quelle déesse romaine est assimilée à Déméter par les Grecs ?,Cérès
Pop culture,Quelle déesse romaine est assimilée à la déesse grecque Perséphone ?,Proserpine
Pop culture,Quelle déesse romaine préside au feu du foyer domestique ?,Vesta
Connaissance du monde,"Quelle désignation honorifique donnée aux cardinaux est dite ""grise"" quand elle désigne un conseiller intime qui manoeuvre dans l'ombre ?",Éminence
Pop culture,Quelle dessinatrice est l'auteur de la série de bandes dessinées “Agrippine” ?,Claire Bretécher
Pop culture,Quelle discipline d'athlétisme pratique un hurdler ?,La course d'obstacles ou La course de haies
Pop culture,Quelle discipline olympique associe le saut à ski au ski de fond ?,Le combiné nordique
Pop culture,"Quelle divinité grecque, assimilée à Neptune par les Romains, est le dieu de la Mer ?",Poséidon
Pop culture,Quelle division administrative française est placée sous l'autorité du préfet ?,Le département
Pop culture,"Quelle doctrine religieuse, fondée au IIIe siècle par Mani, oppose les principes du bien et du mal ?",Le manichéisme
Pop culture,"Quelle duchesse de Bretagne devint par deux fois reine de France, en épousant les rois : Charles VIII puis Louis XII ?",Anne de Bretagne
Pop culture,"Quelle duchesse, fille de Louis XI, exerce la régence avec son mari, pendant la minorité de Charles VIII ?",Anne de France ou Anne de Beaujeu
Pop culture,Quelle dynastie a été fondée en France lorsque Hugues Capet est monté sur le trône en 987 ?,Les Capétiens
Pop culture,Quelle dynastie d'empereurs romains succède à celle des Antonins ?,Les Sévères
Connaissance du monde,"Quelle dynastie gouverna l'Empire romain de 69 à 96, avec Vespasien, Titus et Domitien ?",Les Flaviens
Pop culture,"Quelle dynastie, fondée par Cyrus II, conquiert Babylone vers 539 avant Jésus-Christ ?",Les Achéménides
Savoirs académiques,Quelle eau-de-vie de cidre porte le nom d'un département normand ?,Le calvados
Pop culture,Quelle eau-de-vie turque est parfumée à l'anis ?,Le raki
Savoirs académiques,"Quelle école d'art et d'architecture a été fondée, à Weimar en 1919, par Walter Gropius ?",Le Bauhaus
Pop culture,"Quelle école est surnommée ""l'X"" ?",L'École polytechnique
Pop culture,"Quelle émission culte, présentée entre autres par Guy Lux et Léon Zitrone, est arrivée en France l'été 1962 ?",Intervilles
Pop culture,"Quelle émission de cinéma, diffusée entre 1953 et 1989, était présentée par Catherine Langeais ?",La Séquence du spectateur
Pop culture,Quelle émission de Michel Drucker portait le nom d'une avenue parisienne mondialement connue ?,Champs-Elysées
Pop culture,"Quelle émission de radio des années 1960 était surnommée ""SLC"" ?",Salut les copains
Pop culture,"Quelle émission de télé réalité est connue pour son confessionnal, sa Voix et sa maison des secrets ?",Secret Story
Pop culture,Quelle émission de télé-crochet a révélé Sofia Essaïdi en 2004 ?,La Star Academy
